gene_symbol,1-8 pcw-M-Ocx,2-8 pcw-M-M1C-S1C,3-8 pcw-M-AMY,4-8 pcw-M-MGE,5-8 pcw-M-STC,6-8 pcw-M-URL,7-8 pcw-M-CGE,8-8 pcw-M-DTH,9-8 pcw-M-MFC,10-8 pcw-M-DFC,11-8 pcw-M-OFC,12-8 pcw-M-LGE,13-8 pcw-M-ITC,14-8 pcw-M-HIP,15-8 pcw-M-VFC,16-8 pcw-M-PCx,17-9 pcw-M-DFC,18-9 pcw-M-MFC,19-9 pcw-M-AMY,20-9 pcw-M-DTH,21-9 pcw-M-URL,22-9 pcw-M-LGE,23-9 pcw-M-M1C-S1C,24-9 pcw-M-MGE,25-9 pcw-M-TCx,26-9 pcw-M-HIP,27-9 pcw-M-Ocx,28-9 pcw-M-CGE,29-9 pcw-M-OFC,30-9 pcw-M-PCx,31-12 pcw-F-HIP,32-12 pcw-F-DTH,33-12 pcw-F-AMY,34-12 pcw-F-A1C,35-12 pcw-F-V1C,36-12 pcw-F-MFC,37-12 pcw-F-STR,38-12 pcw-F-M1C,39-12 pcw-F-DFC,40-12 pcw-F-ITC,41-12 pcw-F-VFC,42-12 pcw-F-STC,43-12 pcw-F-IPC,44-12 pcw-F-OFC,45-12 pcw-F-S1C,46-12 pcw-F-STC,47-12 pcw-F-V1C,48-12 pcw-F-A1C,49-12 pcw-F-CB,50-12 pcw-F-ITC,51-12 pcw-F-IPC,52-12 pcw-F-S1C,53-12 pcw-F-DTH,54-12 pcw-F-HIP,55-12 pcw-F-DFC,56-12 pcw-F-OFC,57-12 pcw-F-M1C,58-12 pcw-F-VFC,59-12 pcw-F-AMY,60-12 pcw-F-STR,61-12 pcw-F-AMY,62-12 pcw-F-M1C,63-12 pcw-F-ITC,64-12 pcw-F-VFC,65-12 pcw-F-STR,66-12 pcw-F-CBC,67-12 pcw-F-DTH,68-12 pcw-F-DFC,69-12 pcw-F-OFC,70-12 pcw-F-S1C,71-12 pcw-F-V1C,72-12 pcw-F-MFC,73-12 pcw-F-HIP,74-12 pcw-F-IPC,75-12 pcw-F-A1C,76-13 pcw-M-STR,77-13 pcw-M-M1C,78-13 pcw-M-AMY,79-13 pcw-M-S1C,80-13 pcw-M-V1C,81-13 pcw-M-A1C,82-13 pcw-M-HIP,83-13 pcw-M-VFC,84-13 pcw-M-MFC,85-13 pcw-M-STC,86-13 pcw-M-OFC,87-13 pcw-M-IPC,88-13 pcw-M-DFC,89-13 pcw-M-ITC,90-13 pcw-F-STR,91-13 pcw-F-S1C,92-13 pcw-F-V1C,93-13 pcw-F-AMY,94-13 pcw-F-IPC,95-13 pcw-F-CB,96-13 pcw-F-DFC,97-13 pcw-F-OFC,98-13 pcw-F-STC,99-13 pcw-F-A1C,100-13 pcw-F-HIP,101-13 pcw-F-M1C,102-13 pcw-F-ITC,103-13 pcw-F-MD,104-13 pcw-F-MFC,105-13 pcw-F-VFC,106-13 pcw-M-S1C,107-13 pcw-M-DFC,108-13 pcw-M-CB,109-13 pcw-M-AMY,110-13 pcw-M-ITC,111-13 pcw-M-HIP,112-13 pcw-M-IPC,113-13 pcw-M-A1C,114-13 pcw-M-VFC,115-13 pcw-M-STR,116-13 pcw-M-OFC,117-13 pcw-M-MFC,118-13 pcw-M-V1C,119-13 pcw-M-M1C,120-16 pcw-M-VFC,121-16 pcw-M-OFC,122-16 pcw-M-STC,123-16 pcw-M-DFC,124-16 pcw-M-IPC,125-16 pcw-M-A1C,126-16 pcw-M-MFC,127-16 pcw-M-STR,128-16 pcw-M-MD,129-16 pcw-M-V1C,130-16 pcw-M-VFC,131-16 pcw-M-STC,132-16 pcw-M-IPC,133-16 pcw-M-A1C,134-16 pcw-M-MD,135-16 pcw-M-AMY,136-16 pcw-M-V1C,137-16 pcw-M-ITC,138-16 pcw-M-CBC,139-16 pcw-M-HIP,140-16 pcw-M-STR,141-16 pcw-M-OFC,142-16 pcw-M-DFC,143-16 pcw-M-M1C,144-16 pcw-M-MFC,145-16 pcw-M-S1C,146-16 pcw-M-HIP,147-16 pcw-M-ITC,148-16 pcw-M-DFC,149-16 pcw-M-IPC,150-16 pcw-M-STC,151-16 pcw-M-V1C,152-16 pcw-M-MD,153-16 pcw-M-STR,154-16 pcw-M-M1C-S1C,155-16 pcw-M-A1C,156-16 pcw-M-VFC,157-16 pcw-M-AMY,158-16 pcw-M-MFC,159-17 pcw-F-STR,160-17 pcw-F-STC,161-17 pcw-F-MD,162-17 pcw-F-A1C,163-17 pcw-F-HIP,164-17 pcw-F-DFC,165-17 pcw-F-VFC,166-17 pcw-F-IPC,167-17 pcw-F-M1C-S1C,168-17 pcw-F-V1C,169-17 pcw-F-CBC,170-17 pcw-F-OFC,171-17 pcw-F-AMY,172-17 pcw-F-MFC,173-19 pcw-F-STC,174-19 pcw-F-IPC,175-19 pcw-F-M1C-S1C,176-19 pcw-F-MFC,177-19 pcw-F-V1C,178-19 pcw-F-HIP,179-19 pcw-F-A1C,180-19 pcw-F-MD,181-19 pcw-F-VFC,182-19 pcw-F-STR,183-19 pcw-F-DFC,184-21 pcw-F-CBC,185-21 pcw-F-ITC,186-21 pcw-M-MFC,187-21 pcw-M-M1C,188-21 pcw-M-STR,189-21 pcw-M-HIP,190-21 pcw-M-STC,191-21 pcw-M-ITC,192-21 pcw-M-AMY,193-21 pcw-M-VFC,194-21 pcw-M-OFC,195-21 pcw-M-V1C,196-21 pcw-M-S1C,197-21 pcw-M-CBC,198-21 pcw-M-IPC,199-21 pcw-M-DFC,200-24 pcw-M-HIP,201-24 pcw-M-AMY,202-24 pcw-M-DFC,203-24 pcw-M-S1C,204-24 pcw-M-MD,205-24 pcw-M-STR,206-24 pcw-M-A1C,207-24 pcw-M-IPC,208-24 pcw-M-OFC,209-24 pcw-M-STC,210-24 pcw-M-ITC,211-24 pcw-M-VFC,212-24 pcw-M-M1C,213-24 pcw-M-MFC,214-24 pcw-M-CBC,215-24 pcw-M-V1C,216-25 pcw-F-A1C,217-26 pcw-F-STC,218-26 pcw-F-V1C,219-26 pcw-F-DFC,220-35 pcw-F-CBC,221-35 pcw-F-VFC,222-37 pcw-M-A1C,223-37 pcw-M-OFC,224-37 pcw-M-AMY,225-37 pcw-M-V1C,226-37 pcw-M-MFC,227-37 pcw-M-MD,228-37 pcw-M-CBC,229-37 pcw-M-STR,230-37 pcw-M-IPC,231-37 pcw-M-ITC,232-37 pcw-M-S1C,233-37 pcw-M-DFC,234-37 pcw-M-STC,235-37 pcw-M-M1C,236-37 pcw-M-VFC,237-37 pcw-M-HIP,238-4 mos-M-STC,239-4 mos-M-STR,240-4 mos-M-V1C,241-4 mos-M-CBC,242-4 mos-M-HIP,243-4 mos-M-MD,244-4 mos-M-ITC,245-4 mos-M-AMY,246-4 mos-M-MFC,247-4 mos-M-M1C,248-4 mos-M-DFC,249-4 mos-M-OFC,250-4 mos-M-A1C,251-4 mos-M-STC,252-4 mos-M-VFC,253-4 mos-M-ITC,254-4 mos-M-AMY,255-4 mos-M-M1C,256-4 mos-M-MD,257-4 mos-M-OFC,258-4 mos-M-STR,259-4 mos-M-STC,260-4 mos-M-A1C,261-4 mos-M-HIP,262-4 mos-M-AMY,263-4 mos-M-MFC,264-4 mos-M-V1C,265-4 mos-M-ITC,266-4 mos-M-S1C,267-4 mos-M-IPC,268-4 mos-M-CBC,269-4 mos-M-DFC,270-4 mos-M-VFC,271-10 mos-M-S1C,272-10 mos-M-IPC,273-10 mos-M-STC,274-10 mos-M-DFC,275-10 mos-M-OFC,276-10 mos-M-MFC,277-10 mos-M-CBC,278-10 mos-M-ITC,279-10 mos-M-MD,280-10 mos-M-V1C,281-1 yrs-F-AMY,282-1 yrs-F-M1C,283-1 yrs-F-DFC,284-1 yrs-F-STC,285-1 yrs-F-V1C,286-1 yrs-F-MFC,287-1 yrs-F-OFC,288-1 yrs-F-ITC,289-1 yrs-F-S1C,290-1 yrs-F-VFC,291-1 yrs-F-CBC,292-1 yrs-F-A1C,293-1 yrs-F-MD,294-1 yrs-F-HIP,295-1 yrs-F-IPC,296-1 yrs-F-STR,297-2 yrs-F-VFC,298-2 yrs-F-IPC,299-2 yrs-F-S1C,300-2 yrs-F-ITC,301-2 yrs-F-MD,302-2 yrs-F-DFC,303-2 yrs-F-MFC,304-2 yrs-F-CBC,305-2 yrs-F-HIP,306-2 yrs-F-OFC,307-2 yrs-F-V1C,308-2 yrs-F-STC,309-3 yrs-F-STR,310-3 yrs-F-STC,311-3 yrs-F-IPC,312-3 yrs-F-ITC,313-3 yrs-F-CBC,314-3 yrs-F-AMY,315-3 yrs-F-VFC,316-3 yrs-F-M1C,317-3 yrs-F-A1C,318-3 yrs-F-MD,319-3 yrs-F-V1C,320-3 yrs-M-OFC,321-3 yrs-M-MFC,322-3 yrs-M-M1C,323-3 yrs-M-S1C,324-3 yrs-M-STC,325-3 yrs-M-IPC,326-3 yrs-M-A1C,327-3 yrs-M-CBC,328-3 yrs-M-V1C,329-3 yrs-M-AMY,330-3 yrs-M-VFC,331-3 yrs-M-DFC,332-3 yrs-M-HIP,333-3 yrs-M-ITC,334-4 yrs-M-AMY,335-4 yrs-M-STR,336-4 yrs-M-VFC,337-4 yrs-M-DFC,338-4 yrs-M-STC,339-4 yrs-M-CBC,340-4 yrs-M-MD,341-8 yrs-M-ITC,342-8 yrs-M-S1C,343-8 yrs-M-IPC,344-8 yrs-M-V1C,345-8 yrs-M-STC,346-8 yrs-M-MD,347-8 yrs-M-VFC,348-8 yrs-M-HIP,349-8 yrs-M-AMY,350-8 yrs-M-M1C,351-8 yrs-M-CBC,352-8 yrs-M-DFC,353-8 yrs-M-STR,354-8 yrs-M-A1C,355-8 yrs-M-MFC,356-8 yrs-M-OFC,357-8 yrs-M-MFC,358-8 yrs-M-CBC,359-8 yrs-M-A1C,360-8 yrs-M-VFC,361-8 yrs-M-HIP,362-8 yrs-M-AMY,363-8 yrs-M-V1C,364-8 yrs-M-IPC,365-8 yrs-M-DFC,366-8 yrs-M-STC,367-8 yrs-M-ITC,368-11 yrs-F-VFC,369-11 yrs-F-IPC,370-11 yrs-F-ITC,371-11 yrs-F-STC,372-11 yrs-F-S1C,373-11 yrs-F-DFC,374-11 yrs-F-AMY,375-11 yrs-F-V1C,376-11 yrs-F-CBC,377-11 yrs-F-A1C,378-11 yrs-F-HIP,379-11 yrs-F-M1C,380-11 yrs-F-OFC,381-11 yrs-F-MFC,382-13 yrs-F-MFC,383-13 yrs-F-IPC,384-13 yrs-F-VFC,385-13 yrs-F-A1C,386-13 yrs-F-ITC,387-13 yrs-F-STC,388-13 yrs-F-CBC,389-13 yrs-F-V1C,390-13 yrs-F-S1C,391-13 yrs-F-DFC,392-13 yrs-F-OFC,393-13 yrs-F-MD,394-13 yrs-F-AMY,395-13 yrs-F-M1C,396-13 yrs-F-HIP,397-13 yrs-F-STR,398-15 yrs-M-IPC,399-15 yrs-M-CBC,400-15 yrs-M-STC,401-15 yrs-M-ITC,402-15 yrs-M-AMY,403-18 yrs-M-HIP,404-18 yrs-M-M1C,405-18 yrs-M-V1C,406-18 yrs-M-A1C,407-18 yrs-M-ITC,408-18 yrs-M-VFC,409-18 yrs-M-MFC,410-18 yrs-M-STC,411-18 yrs-M-DFC,412-18 yrs-M-S1C,413-18 yrs-M-IPC,414-18 yrs-M-OFC,415-18 yrs-M-CBC,416-19 yrs-F-STC,417-19 yrs-F-CBC,418-19 yrs-F-DFC,419-19 yrs-F-AMY,420-19 yrs-F-OFC,421-19 yrs-F-ITC,422-19 yrs-F-STR,423-19 yrs-F-S1C,424-19 yrs-F-M1C,425-19 yrs-F-HIP,426-19 yrs-F-A1C,427-19 yrs-F-V1C,428-19 yrs-F-IPC,429-19 yrs-F-VFC,430-19 yrs-F-MFC,431-19 yrs-F-MD,432-21 yrs-F-MFC,433-21 yrs-F-M1C,434-21 yrs-F-A1C,435-21 yrs-F-DFC,436-21 yrs-F-AMY,437-21 yrs-F-MD,438-21 yrs-F-V1C,439-21 yrs-F-STC,440-21 yrs-F-VFC,441-21 yrs-F-CBC,442-21 yrs-F-S1C,443-21 yrs-F-ITC,444-21 yrs-F-IPC,445-21 yrs-F-HIP,446-21 yrs-F-STR,447-21 yrs-F-OFC,448-23 yrs-M-ITC,449-23 yrs-M-AMY,450-23 yrs-M-OFC,451-23 yrs-M-MD,452-23 yrs-M-STC,453-23 yrs-M-VFC,454-23 yrs-M-MFC,455-23 yrs-M-M1C,456-23 yrs-M-HIP,457-23 yrs-M-CBC,458-23 yrs-M-S1C,459-23 yrs-M-A1C,460-23 yrs-M-IPC,461-23 yrs-M-STR,462-30 yrs-F-ITC,463-30 yrs-F-STR,464-30 yrs-F-MFC,465-30 yrs-F-OFC,466-30 yrs-F-IPC,467-30 yrs-F-STC,468-30 yrs-F-S1C,469-30 yrs-F-MD,470-30 yrs-F-HIP,471-30 yrs-F-A1C,472-30 yrs-F-V1C,473-30 yrs-F-DFC,474-30 yrs-F-AMY,475-30 yrs-F-M1C,476-30 yrs-F-VFC,477-30 yrs-F-CBC,478-36 yrs-M-M1C,479-36 yrs-M-STC,480-36 yrs-M-MFC,481-36 yrs-M-ITC,482-36 yrs-M-IPC,483-36 yrs-M-AMY,484-36 yrs-M-OFC,485-36 yrs-M-VFC,486-36 yrs-M-DFC,487-36 yrs-M-A1C,488-36 yrs-M-V1C,489-36 yrs-M-CBC,490-36 yrs-M-S1C,491-36 yrs-M-HIP,492-36 yrs-M-STR,493-36 yrs-M-MD,494-37 yrs-M-S1C,495-37 yrs-M-V1C,496-37 yrs-M-CBC,497-37 yrs-M-HIP,498-37 yrs-M-IPC,499-37 yrs-M-MD,500-37 yrs-M-DFC,501-37 yrs-M-VFC,502-37 yrs-M-ITC,503-37 yrs-M-A1C,504-37 yrs-M-M1C,505-37 yrs-M-OFC,506-37 yrs-M-STR,507-37 yrs-M-STC,508-37 yrs-M-AMY,509-37 yrs-M-MFC,510-40 yrs-F-DFC,511-40 yrs-F-ITC,512-40 yrs-F-VFC,513-40 yrs-F-MD,514-40 yrs-F-AMY,515-40 yrs-F-A1C,516-40 yrs-F-CBC,517-40 yrs-F-V1C,518-40 yrs-F-OFC,519-40 yrs-F-STC,520-40 yrs-F-IPC,521-40 yrs-F-M1C,522-40 yrs-F-HIP,523-40 yrs-F-STR,524-40 yrs-F-S1C
APOE,21.041525,9.894811,14.192437,8.322206,46.171051,40.012686,5.33521,4.912492,9.560644,14.583624,51.457369,2.892641,9.327545,31.242858,12.652384,13.390503,3.311201,3.582312,3.09221,5.45374,24.068462,1.998526,2.586335,2.982574,4.603022,10.223413,11.092833,3.106031,6.727868,10.577834,17.067671,6.360868,28.226165,20.060764,8.282035,4.811625,10.813745,13.641254,13.420532,40.923221,10.083674,12.147399,9.846829,6.3069,5.349983,2.192712,2.802852,0.874881,5.258193,1.506271,1.157366,1.288775,2.341883,3.293237,1.164921,1.274991,1.439932,1.486005,4.61122,1.091339,9.184644,1.021239,1.457813,2.0948,10.189703,7.357097,10.172714,0.958948,0.695215,0.796823,1.479252,0.996256,4.499321,0.744587,1.223387,14.690838,0.52662,1.896654,0.891387,1.079465,1.949274,33.629487,0.967558,1.024426,0.992995,3.702079,0.682442,0.989736,1.677174,3.732787,0.866746,1.840612,9.030761,0.888192,23.68664,0.847297,0.936212,1.456607,4.593422,4.617608,1.18848,2.002403,9.964094,1.992654,1.349124,1.47052,1.529609,21.217917,6.976652,3.320016,14.431734,1.151555,1.956694,2.479365,13.420089,5.217233,1.898196,2.169612,1.59674,7.587258,4.001455,17.240631,6.393239,3.500769,4.323759,11.576665,16.048283,83.246542,3.574018,12.652022,24.131735,5.135162,7.322772,29.348226,21.763199,9.518032,14.10146,75.88763,14.627407,24.342008,22.56884,12.523972,2.025044,5.564568,7.985301,61.036027,12.756025,23.25661,17.600018,52.085534,49.536867,69.878831,66.264087,20.021772,19.762673,24.830356,31.234465,96.861852,161.238665,3.356204,143.898672,5.148024,138.47572,8.205939,13.856651,3.327408,9.045782,4.314841,76.774264,7.776544,66.218271,9.130022,18.540407,16.365934,19.670512,46.861073,7.648038,174.945007,15.61609,215.937339,15.269276,204.678379,12.667963,10.752109,12.95928,27.834362,22.815047,119.737464,114.77628,27.072125,12.648284,47.583966,108.493964,26.497266,9.524249,14.414357,38.241759,19.921707,40.388298,153.464371,83.981336,15.41186,18.970583,178.387602,81.324812,17.192532,12.290313,10.546735,20.582038,10.29594,18.710952,32.248158,14.025048,35.67402,18.335342,1354.389496,4.499325,827.855209,1275.858834,87.647095,298.197587,382.558063,311.844104,1047.115814,448.231666,477.815419,2336.66554,389.412752,1437.37515,328.124564,351.782709,452.052296,265.022843,404.403296,588.657507,308.283285,898.475821,61.895923,297.811238,138.356055,226.175943,295.33973,285.387688,55.352202,669.690538,66.042072,773.393548,732.654978,1031.278698,771.729034,542.096469,732.521321,434.594726,781.875719,577.524731,733.252489,617.917135,1168.192836,698.397289,510.959967,1185.727366,768.303062,434.196898,256.469579,445.904467,423.867214,430.415058,264.65222,340.927032,478.999315,200.519627,432.232471,576.907394,424.214025,487.688677,423.063078,254.679071,671.192544,1709.463245,489.468567,265.798951,49.647025,77.719306,80.754449,32.688137,97.867676,139.908263,76.904297,58.829316,62.050658,106.896339,51.688042,353.956424,137.12267,41.042106,369.368167,1719.708522,1432.783645,1416.649481,1857.222059,2272.305018,1877.888194,1107.826136,941.329319,1026.159784,1812.979363,1948.43093,1571.021305,1144.355466,1183.256552,753.181756,1427.602804,221.633126,702.957285,1144.081506,932.632348,1491.910371,1427.084044,1007.785365,1174.184611,1256.24092,1686.974068,1402.825365,1471.378279,1595.836928,1378.405654,191.20704,827.851335,1275.861791,1274.584644,767.809556,665.856704,1354.388095,599.094938,459.924586,159.056137,304.726929,324.055704,316.244786,533.094651,363.28227,372.909427,500.847831,302.144444,404.429925,240.015156,328.059512,174.306304,242.905962,306.77001,619.653444,255.118138,542.3045,310.612717,466.943087,306.336385,113.55636,469.291098,215.938832,139.828625,306.558158,646.595963,97.947655,184.17937,142.856818,122.500803,113.686849,132.35238,38.452136,108.65318,164.13893,35.313306,91.28271,189.841537,31.73722,49.008907,23.487673,159.669462,44.250922,70.84136,66.820578,164.570411,273.092071,119.743466,118.039334,148.489228,156.987051,151.065679,143.421128,158.198106,247.28161,253.382166,1289.396677,287.404585,113.305286,602.32359,303.466324,33.745818,126.615211,29.27576,50.97552,202.926988,459.587823,602.879105,724.864562,595.516779,725.393537,619.53656,664.558936,731.106738,369.682526,642.319276,697.763689,693.912046,423.323998,76.371044,117.771435,135.974345,440.229915,140.653593,192.185466,152.760791,47.620925,59.637258,255.258792,23.153797,35.126438,64.770631,99.105954,105.444859,150.859446,209.027443,47.381482,57.439564,164.602206,200.141814,116.768539,35.921504,111.521563,70.768403,84.098773,41.900009,171.586165,51.956399,581.281412,860.338779,158.694626,391.249687,676.371723,240.547685,942.436278,261.133542,250.539736,216.421662,297.795491,426.30129,409.288163,182.551305,203.159965,174.977325,737.555896,90.971233,397.177708,91.751325,133.478019,55.958393,45.007337,47.052372,106.906652,178.83197,74.225502,39.044889,62.763176,279.886517,36.910801,58.557591,38.029275,34.806893,39.000121,49.272103,136.726073,32.037007,385.212398,34.754091,26.648466,43.519755,24.262046,21.948122,91.578329,39.728471,126.812847,298.666728,170.589264,38.429483,42.120979,298.839705,56.018652,92.485604,129.53445,22.159542,45.632311,33.461206,44.634759,45.370699,94.09504,109.75441,112.270487,151.322958,8.984085,97.782142,93.798596,36.025108,175.582419,344.012762,117.672155,138.331321,56.878465,40.487898,33.769868,23.597537,106.610601,199.540779,336.963649,77.876949
GLUL,37.260895,30.117606,28.962662,34.652381,29.632569,21.264052,31.908789,37.463949,39.567794,40.996666,49.637352,28.184823,22.815651,42.601532,34.764449,29.107858,31.038988,30.716226,27.629265,20.980379,27.033081,25.453235,30.738083,26.56538,22.289785,32.394897,26.376135,33.676957,28.531733,24.316573,23.013721,17.777648,27.917975,14.859306,12.641465,14.808211,19.677718,14.607338,16.844835,17.199057,16.09286,12.769428,13.506217,18.473337,12.880122,16.941301,15.247289,15.388227,27.650249,17.081526,15.511386,15.878683,19.653879,23.246381,17.35399,22.56745,14.188935,20.689708,22.153352,29.125002,21.237509,16.52718,17.226311,20.452095,19.659853,29.53202,22.365816,17.869051,17.146825,16.421022,13.004186,14.953184,18.320402,18.939871,14.997871,22.100465,13.479932,19.401037,13.71589,12.196681,24.193721,26.229531,14.368007,17.916744,14.614828,22.96383,12.687176,16.735726,16.989726,21.043813,12.90392,11.883855,20.082494,13.47282,29.683886,14.393665,13.849268,15.662095,15.384248,16.63737,14.228027,15.358664,14.485019,15.206687,15.716629,14.779669,17.892983,26.984496,23.175507,16.424008,19.945281,11.870318,17.354818,20.644882,22.372844,26.812687,27.420774,13.711786,15.193215,16.630491,15.508172,18.603533,19.335251,17.534035,15.539738,22.348557,23.33702,29.447604,15.708151,15.344668,14.902613,14.070182,14.072882,14.352458,18.03496,14.345249,12.193684,48.770847,18.167146,21.276242,19.582457,17.727231,13.629078,16.822419,15.291061,31.042067,19.507272,30.857298,17.533284,19.052166,28.713373,27.897969,29.4956,20.437704,22.035343,21.837033,23.841089,28.280394,29.313231,12.498829,21.713043,16.951688,17.267661,16.575409,17.303597,16.452531,13.763703,16.108343,44.63655,18.025227,23.004227,14.486997,11.058566,10.352351,10.728004,15.303786,8.877973,23.048392,13.233776,16.666975,13.795315,25.509575,15.474181,40.954761,18.699111,15.356215,22.407767,38.3285,28.499744,21.283598,16.285536,24.650547,23.202817,16.071369,17.108909,17.626567,55.062156,18.220381,21.179904,36.072485,33.04554,24.997217,19.691524,36.302075,44.701055,26.855112,24.247435,23.318994,22.922038,21.593101,21.777782,23.083023,21.270819,76.633512,20.765147,665.1807,18.32042,518.514504,418.757294,36.276959,59.093741,134.357793,123.330848,154.144822,99.967246,125.286403,203.448496,72.291159,211.691455,109.624457,70.002406,157.762926,92.570546,87.830794,173.019394,124.785935,120.22366,64.188749,41.431977,47.134676,51.207799,83.176607,56.061642,81.59923,78.960737,74.036762,659.303045,446.091188,613.282926,522.142899,303.667828,444.827237,289.644897,251.438668,145.56799,84.768923,160.632381,224.595233,212.438987,214.367808,310.289901,250.788417,134.457857,74.694888,103.413152,117.301706,113.797274,45.793321,116.904215,147.708127,50.541949,68.923813,114.224043,95.654091,162.062309,127.72075,41.938796,170.081505,98.428511,73.402968,73.674008,20.472565,32.404532,33.55293,18.734002,58.263286,60.896185,40.97698,26.127775,28.421691,39.720682,24.841073,85.43354,56.09748,23.485207,96.515092,368.219703,403.908418,401.092655,317.309175,267.470726,449.558737,302.033072,175.910769,179.224139,211.234801,368.49005,464.683341,181.127497,595.44369,739.097065,687.139011,55.740715,254.255274,900.371146,769.326998,473.686872,240.280749,620.821728,536.57368,697.660048,789.894819,599.025544,742.65782,700.378226,558.125672,49.593674,518.512077,418.758264,341.241003,406.130518,237.612374,665.180012,87.716949,104.977954,105.198279,61.207634,115.031636,83.918524,104.077722,231.839863,167.015167,179.381397,270.604934,175.194825,144.633109,231.378245,133.773101,141.824784,112.702189,94.152841,212.205234,163.206894,156.210508,246.084524,209.114233,115.04543,83.170203,116.843791,106.209606,161.228047,178.521811,73.029082,198.907493,102.130451,89.93063,185.335474,152.804311,110.418513,253.313324,251.660336,109.836825,117.789001,149.274857,82.409867,51.777277,79.883929,206.019374,113.766243,163.086624,128.454801,280.813846,195.358175,213.93512,225.663805,153.794253,219.252641,104.201848,243.212365,259.382347,229.214402,226.305782,255.861505,217.259408,210.363323,318.38649,204.938261,65.390778,49.24954,64.957551,67.570505,116.911358,206.515271,386.272332,666.715633,422.915875,591.546831,469.649338,558.972874,408.488135,561.970471,296.410794,516.400443,415.296807,89.011413,55.802139,41.160099,119.113326,88.93938,131.372302,91.254062,124.522752,66.41944,72.748437,72.005791,51.681273,34.27184,72.300648,77.984724,105.774455,53.604041,146.663144,88.238506,83.499376,155.063839,137.006498,79.534104,61.381839,102.767912,91.525551,56.617769,77.186112,118.923359,91.783955,190.496806,169.873394,183.553817,327.589932,256.584998,274.099901,261.077614,257.279979,281.240765,281.813054,336.746288,226.403644,125.110753,297.052245,308.661175,307.170417,281.925107,39.447663,121.158182,45.180163,67.416278,33.15284,34.551613,37.989547,58.155249,55.724018,44.710688,30.625093,71.186506,115.883084,38.845443,48.089667,37.380781,42.829885,52.892789,41.388066,150.646049,39.672127,160.033966,58.208538,39.667413,64.144977,33.270112,42.944308,35.537503,57.084532,83.040601,171.823133,74.152898,62.660923,69.722048,69.684617,77.540451,140.191739,56.326328,106.830096,74.813136,117.101051,97.932214,71.313,117.46162,152.552231,81.390155,174.468333,133.270082,72.785073,94.501055,63.742221,94.468189,108.789344,72.574061,21.941234,73.548542,69.663736,46.902349,51.76678,61.721255,67.690872,142.252113,65.580677
